Feature ID	Taxon
G000974785	k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__Flavihumibacter petaseus;t__
G000975095	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Demequinaceae;g__Demequina;s__Demequina aestuarii;t__
G000975265	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium lepromatosis;t__
G000978555	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima;t__
G000978935	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000978945	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000978955	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979015	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979095	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979105	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979125	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979185	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979455	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp. 2.H.T.1A.6;t__
G000979515	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979555	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979575	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979675	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979745	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979755	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979815	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979825	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979845	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979855	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979895	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000979995	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;t__
G000980375	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. K4410.MGS-306;t__
G000980455	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__Heliobacterium;s__Heliobacterium sp. N15.MGS-306;t__
G000980495	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp. N54.MGS-139;t__
G000980515	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp. UNK.MGS-1;t__
G000980655	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum sp. UNK.MGS-17;t__
G000980735	k__Bacteria;p__;c__;o__;f__;g__;s__bacterium T1.2;t__
G000980745	k__Bacteria;p__;c__;o__;f__;g__;s__bacterium T1.1;t__
G000980755	k__Bacteria;p__Candidatus Calescamantes;c__;o__;f__;g__;s__Calescamantes bacterium T3.1;t__
G000980765	k__Bacteria;p__;c__;o__;f__;g__;s__bacterium T2.1;t__
G000980815	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium camporealensis;t__
G000980835	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium kutscheri;t__
G000980875	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp. Ag1;t__
G000980895	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp. Ag1;t__
G000981035	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__Catabacter;s__Catabacter hongkongensis;t__
G000981225	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Allosalinactinospora;s__Allosalinactinospora lopnorensis;t__
G000981505	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Candidatus Methylopumilus;s__Candidatus Methylopumilus planktonicus;t__
G000981525	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus piscium;t__
G000981545	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__Candidatus Filomicrobium marinum;t__
G000981645	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__Cryomorphaceae bacterium ASP10-05a;t__
G000981705	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__Rhodobacteraceae bacterium ASP10-04a;t__
G000981725	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__;s__Oceanospirillaceae bacterium ASP10-02a;t__
G000981765	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Kangiellaceae;g__Kangiella;s__Kangiella geojedonensis;t__
G000981785	k__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa;t__
G000982415	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella;s__Kiloniella litopenaei;t__
G000982715	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus aetherivorans;t__
G000982825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
G000983115	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas;s__Syntrophomonas zehnderi;t__
G000986655	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. L_1B0_12;t__
G000986785	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus campisalis;t__
G000987385	k__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Trichodesmium;s__Trichodesmium thiebautii;t__
G000987765	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Arsukibacterium;s__Arsukibacterium sp. MJ3;t__
G000987775	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Arsukibacterium;s__Arsukibacterium ikkense;t__
G000987835	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__;f__;g__Sulfurovum;s__Sulfurovum lithotrophicum;t__
G000988095	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Kerstersia;s__Kerstersia gyiorum;t__
G000988325	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp. Ag1;t__
G000989195	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWF2_30_66;t__
G000989245	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWD1_31_12;t__
G000989255	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWE2_31_21;t__
G000989305	k__Bacteria;p__Candidatus Shapirobacteria;c__;o__;f__;g__;s__Candidatus Shapirobacteria bacterium GW2011_GWF2_37_20;t__
G000989325	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWB1_31_29;t__
G000989435	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC2_32_10;t__
G000989525	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWF2_32_72;t__
G000989565	k__Bacteria;p__Candidatus Peregrinibacteria;c__;o__;f__;g__;s__Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10;t__
G000989595	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWC2_33_12;t__
G000989635	k__Bacteria;p__Candidatus Peregrinibacteria;c__;o__;f__;g__;s__Candidatus Peregrinibacteria bacterium GW2011_GWC2_33_13;t__
G000989665	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA2_33_14;t__
G000989675	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWE2_33_157;t__
G000989685	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWA2_33_20;t__
G000989705	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWC1_33_20;t__
G000989765	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWB1_33_22;t__
G000989775	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWF1_33_233;t__
G000989825	k__Bacteria;p__;c__;o__;f__;g__;s__Microgenomates group bacterium GW2011_GWC1_33_28;t__
G000989845	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWA1_33_30;t__
G000989855	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWA2_33_28;t__
G000989865	k__Bacteria;p__;c__;o__;f__;g__;s__Microgenomates group bacterium GW2011_GWC1_33_32;t__
G000989925	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWA1_33_33;t__
G000989955	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWF2_37_49;t__
G000989975	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWF2_33_332;t__
G000990005	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWB1_33_38;t__
G000990025	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_WS6_33_547;t__
G000990055	k__Bacteria;p__Candidatus Levybacteria;c__;o__;f__;g__;s__Candidatus Levybacteria bacterium GW2011_GWA1_37_16;t__
G000990085	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWB1_33_6;t__
G000990125	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWF2_33_92;t__
G000990145	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWB1_37_13;t__
G000990275	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWF1_34_20;t__
G000990305	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWC2_34_23;t__
G000990325	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWE2_34_25;t__
G000990355	k__Bacteria;p__Candidatus Magasanikbacteria;c__;o__;f__;g__;s__Candidatus Magasanikbacteria bacterium GW2011_GWC2_37_14;t__
G000990445	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWA2_37_7;t__
G000990465	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWC2_35_12;t__
G000990485	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWE2_35_164;t__
G000990495	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWE1_35_16;t__
G000990505	k__Bacteria;p__;c__;o__;f__;g__;s__Microgenomates group bacterium GW2011_GWC1_37_12b;t__
G000990515	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWE1_35_17;t__
G000990565	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_19;t__
G000990595	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWC2_37_73;t__
G000990665	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC1_35_21;t__
G000990725	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWC2_37_13;t__
G000990805	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWF2_35_39;t__
G000990885	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWF1_35_5;t__
G000990945	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWF2_35_54;t__
G000990965	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWF2_35_66;t__
G000990985	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWD1_35_594;t__
G000991025	k__Bacteria;p__candidate division CPR3;c__;o__;f__;g__;s__candidate division CPR3 bacterium GW2011_GWE2_35_7;t__
G000991135	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWC1_37_12;t__
G000991185	k__Bacteria;p__Candidatus Berkelbacteria;c__;o__;f__;g__;s__Berkelbacteria bacterium GW2011_GWA2_35_9;t__
G000991205	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA2_36_10;t__
G000991245	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC1_36_108;t__
G000991265	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division WS6 bacterium GW2011_GWC1_36_11;t__
G000991285	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115;t__
G000991295	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA1_36_12;t__
G000991325	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWD2_36_12;t__
G000991335	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWF2_36_126;t__
G000991385	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWF2_36_131;t__
G000991405	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWD2_36_14;t__
G000991445	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC2_36_17;t__
G000991485	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWF2_36_19;t__
G000991495	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWD1_36_198;t__
G000991525	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWD2_36_198;t__
G000991535	k__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__;s__Candidatus Roizmanbacteria bacterium GW2011_GWA2_36_23;t__
G000991575	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWE2_36_25;t__
G000991645	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWE2_36_40;t__
G000991655	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWF1_36_47;t__
G000991725	k__Bacteria;p__Candidatus Pacebacteria;c__;o__;f__;g__;s__Candidatus Pacebacteria bacterium GW2011_GWF1_36_5;t__
G000991735	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWB1_36_6;t__
G000991815	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWE1_36_7;t__
G000991845	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWE1_36_71;t__
G000991855	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWF1_36_78;t__
G000991925	k__Bacteria;p__Candidatus Berkelbacteria;c__;o__;f__;g__;s__Berkelbacteria bacterium GW2011_GWA1_36_9;t__
G000991935	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWF2_36_839;t__
G000991965	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWA2_36_9;t__
G000991975	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC1_36_9;t__
G000992005	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWC2_36_9;t__
G000992015	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA2_37_10;t__
G000992085	k__Bacteria;p__Candidatus Magasanikbacteria;c__;o__;f__;g__;s__Candidatus Magasanikbacteria bacterium GW2011_GWA2_37_8;t__
G000992095	k__Bacteria;p__Candidatus Levybacteria;c__;o__;f__;g__;s__Candidatus Levybacteria bacterium GW2011_GWB1_37_8;t__
G000992125	k__Bacteria;p__;c__;o__;f__;g__;s__Microgenomates group bacterium GW2011_GWC1_37_8;t__
G000992135	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWE2_37_8;t__
G000992155	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWA1_37_8;t__
G000992165	k__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__;s__Candidatus Moranbacteria bacterium GW2011_GWC2_37_8;t__
G000992205	k__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__;s__Candidatus Nomurabacteria bacterium GW2011_GWC1_37_9;t__
G000992255	k__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__Candidatus Woesebacteria bacterium GW2011_GWD1_38_10;t__
G000992285	k__Bacteria;p__Candidatus Shapirobacteria;c__;o__;f__;g__;s__Candidatus Shapirobacteria bacterium GW2011_GWE1_38_10;t__
G000992305	k__Bacteria;p__;c__;o__;f__;g__;s__candidate division TM6 bacterium GW2011_GWF2_38_10;t__
G000992325	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWD2_38_11;t__
G000992345	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWD2_38_12;t__
G000992365	k__Bacteria;p__;c__;o__;f__;g__;s__Microgenomates group bacterium GW2011_GWC1_38_12;t__
G000992375	k__Bacteria;p__Candidatus Falkowbacteria;c__;o__;f__;g__;s__Candidatus Falkowbacteria bacterium GW2011_GWF2_38_1205;t__
G000992395	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA2_38_13;t__
G000992445	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA2_38_13b;t__
G000992485	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWD1_38_16;t__
G000992505	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC1_38_17;t__
G000992565	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWC1_38_22;t__
G000992575	k__Bacteria;p__Candidatus Falkowbacteria;c__;o__;f__;g__;s__Candidatus Falkowbacteria bacterium GW2011_GWC2_38_22;t__
G000992605	k__Bacteria;p__Candidatus Shapirobacteria;c__;o__;f__;g__;s__Candidatus Shapirobacteria bacterium GW2011_GWF1_38_23;t__
G000992615	k__Bacteria;p__Candidatus Falkowbacteria;c__;o__;f__;g__;s__Candidatus Falkowbacteria bacterium GW2011_GWF1_38_22;t__
G000992645	k__Bacteria;p__Candidatus Daviesbacteria;c__;o__;f__;g__;s__Candidatus Daviesbacteria bacterium GW2011_GWA2_38_24;t__
G000992665	k__Bacteria;p__Candidatus Falkowbacteria;c__;o__;f__;g__;s__Candidatus Falkowbacteria bacterium GW2011_GWE2_38_254;t__
G000992685	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium GW2011_GWA2_38_27;t__
G000992695	k__Bacteria;p__Candidatus Peregrinibacteria;c__;o__;f__;g__;s__Candidatus Peregrinibacteria bacterium GW2011_GWF2_38_29;t__
G000992725	k__Bacteria;p__Candidatus Shapirobacteria;c__;o__;f__;g__;s__Candidatus Shapirobacteria bacterium GW2011_GWE2_38_30;t__
G000992745	k__Bacteria;p__Candidatus Falkowbacteria;c__;o__;f__;g__;s__Candidatus Falkowbacteria bacterium GW2011_GWE1_38_31;t__
